Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert
IBD031804,"Car Accident, Jigawa",2025-02-22,2025-02-22,4,2024,1,Jigawa,North West,0,3,Safe
IBD031835,"Ritual Killing, Edo",2025-02-22,2025-02-22,1,2024,1,Edo,South South,0,0,Safe
IBD031799,"Auto Crash, Delta",2025-02-22,2025-02-22,1,2024,1,Delta,South South,0,0,Safe
IBD031803,"Farmer, Ogun",2025-02-22,2025-02-22,1,2024,1,Ogun,South West,0,0,Safe
IBD031796,"Domestic Violence, Edo",2025-02-22,2025-02-22,1,2024,1,Edo,South South,0,0,Safe
IBD031795,"Witchcraft Suspect, Borno",2025-02-21,2025-02-21,1,2024,1,Borno,North East,0,0,Safe
IBD031814,"Banditry, Kaduna",2025-02-21,2025-02-21,1,2024,1,Kaduna,North West,1,5,Caution
IBD031798,"Auto Crash, Niger",2025-02-21,2025-02-21,13,2024,1,Niger,North Central,0,5,Caution
IBD031810,"Motorcycle Thief, FCT (Abuja)",2025-02-21,2025-02-21,1,2024,1,FCT,North Central,0,0,Safe
IBD031805,"Boy Drowns, Ogun",2025-02-21,2025-02-21,1,2024,1,Ogun,South West,0,0,Safe
IBD031863,"Kidnappers Kills 1, Zamfara",2025-02-21,2025-02-21,1,2024,1,Zamfara,North West,1,5,Caution
IBD031818,"Domestic Violence, Lagos",2025-02-21,2025-02-21,1,2024,1,Lagos,South West,0,0,Safe
IBD031827,"Security Operatives vs Bandits, Katsina",2025-02-21,2025-02-21,4,2024,1,Katsina,North West,1,8,Avoid Route
IBD031797,"Communal Clash, Edo",2025-02-20,2025-02-21,12,2024,1,Edo,South South,0,5,Caution
IBD031793,"Building Collapse, Yobe",2025-02-20,2025-02-20,1,2024,1,Yobe,North East,0,0,Safe
IBD031802,"Banditry, Niger",2025-02-20,2025-02-20,4,2024,1,Niger,North Central,1,8,Avoid Route
IBD031794,"Police vs Kidnappers, Ogun",2025-02-20,2025-02-20,4,2024,1,Ogun,South West,1,8,Avoid Route
IBD031792,"Fallen Mast, Edo",2025-02-20,2025-02-20,1,2024,1,Edo,South South,0,0,Safe
IBD031786,"Banditry, Niger",2025-02-19,2025-02-19,1,2024,1,Niger,North Central,1,5,Caution
IBD031811,"Ritual/Domestic Violence, Abia",2025-02-19,2025-02-19,3,2024,1,Abia,South East,0,3,Safe
IBD031785,"Explosion, Zamfara",2025-02-18,2025-02-18,3,2024,1,Zamfara,North West,0,3,Safe
IBD031768,"Domestic Violence, Ekiti",2025-02-18,2025-02-18,2,2024,1,Ekiti,South West,0,0,Safe
IBD031782,"Banditry, Zamfara",2025-02-18,2025-02-18,1,2024,1,Zamfara,North West,1,5,Caution
IBD031783,"Kidnappers Attack, FCT (Abuja)",2025-02-18,2025-02-18,2,2024,1,FCT,North Central,2,5,Caution
IBD031769,"Communal Clash, Ebonyi",2025-02-18,2025-02-18,1,2024,1,Ebonyi,South East,0,0,Safe
IBD031759,"Political Crisis, Osun",2025-02-17,2025-02-17,1,2024,1,Osun,South West,0,0,Safe
IBD031757,"Political Crisis, Osun",2025-02-17,2025-02-17,2,2024,1,Osun,South West,0,0,Safe
IBD031758,"Political Crisis, Osun",2025-02-17,2025-02-17,2,2024,1,Osun,South West,0,0,Safe
IBD031781,"Army vs Boko Haram, Borno",2025-02-17,2025-02-17,10,2024,1,Borno,North East,0,5,Caution
IBD031778,"Assailants vs Student, Ondo",2025-02-17,2025-02-17,1,2024,1,Ondo,South West,0,0,Safe
IBD031753,"Gunmen Attack, Benue",2025-02-17,2025-02-17,3,2024,1,Benue,North Central,2,8,Avoid Route
IBD031755,"Cult Clash, Delta",2025-02-17,2025-02-17,1,2024,1,Delta,South South,0,0,Safe
IBD031771,"Auto Crash, Ogun",2025-02-16,2025-02-16,1,2024,1,Ogun,South West,0,0,Safe
IBD031763,"Hoodlums vs Motorcyclist, FCT (Abuja)",2025-02-16,2025-02-16,1,2024,1,FCT,North Central,0,0,Safe
IBD031878,"Extrajudicial Killing, Ondo",2025-02-16,2025-02-16,1,2024,1,Ondo,South West,0,0,Safe
IBD031756,"Inferno, Ondo",2025-02-16,2025-02-16,3,2024,1,Ondo,South West,0,3,Safe
IBD031760,"Auto Crash, Imo",2025-02-16,2025-02-16,8,2024,1,Imo,South East,0,3,Safe
IBD031766,"Ritual Killing, Ogun",2025-02-16,2025-02-16,1,2024,1,Ogun,South West,0,0,Safe
IBD031742,"Security Operatives vs Armed Robber, Ogun",2025-02-16,2025-02-16,1,2024,1,Ogun,South West,0,0,Safe
IBD031761,"Auto Crash, Kogi",2025-02-16,2025-02-16,7,2024,1,Kogi,North Central,0,3,Safe
IBD031770,"Kidnappers Attack, Imo",2025-02-16,2025-02-16,1,2024,1,Imo,South East,2,5,Caution
IBD031772,"Auto Crash, Delta",2025-02-16,2025-02-16,17,2024,1,Delta,South South,0,5,Caution
IBD031767,"Security Operatives vs Student, Kaduna",2025-02-16,2025-02-16,1,2024,1,Kaduna,North West,0,0,Safe
IBD031743,"Mysterious Death, Ogun",2025-02-15,2025-02-15,1,2024,1,Ogun,South West,0,0,Safe
IBD031749,"Gunmen Attack, Kwara",2025-02-15,2025-02-15,1,2024,1,Kwara,North Central,2,5,Caution
IBD031751,"Kidnapers vs Health Worker, Ondo",2025-02-15,2025-02-15,1,2024,1,Ondo,South West,1,5,Caution
IBD031745,"Mob vs Robbers, FCT (Abuja)",2025-02-15,2025-02-15,2,2024,1,FCT,North Central,0,0,Safe
IBD031752,"Herdsmen vs Farmers, Benue",2025-02-15,2025-02-15,22,2024,1,Benue,North Central,1,10,Avoid Route
IBD031750,"Mob vs NDLEA Officer/ Auto Crash, Kaduna",2025-02-15,2025-02-15,4,2024,1,Kaduna,North West,0,3,Safe
IBD031849,"Friends Murder Man, Lagos",2025-02-15,2025-02-15,1,2024,1,Lagos,South West,0,0,Safe
IBD031744,"Corpse Found, Kano",2025-02-15,2025-02-15,1,2024,1,Kano,North West,0,0,Safe
IBD031748,"Army vs Villagers, Katsina",2025-02-15,2025-02-15,10,2024,1,Katsina,North West,0,5,Caution
IBD031920,"Domestic Violence, Cross River",2025-02-15,2025-02-15,1,2024,1,Cross River,South South,0,0,Safe
IBD031960,"Fire Incidents, Kano",2025-02-15,2025-02-15,7,2024,1,Kano,North West,0,3,Safe
IBD031737,"Police vs Kidnappers, Kebbi",2025-02-14,2025-02-14,4,2024,1,Kebbi,North West,1,8,Avoid Route
IBD031859,"Domestic Violence, Ondo",2025-02-14,2025-02-14,1,2024,1,Ondo,South West,0,0,Safe
IBD031740,"Assailant vs Traditional Ruler, Abia",2025-02-14,2025-02-14,1,2024,1,Abia,South East,0,0,Safe
IBD031736,"Auto Crash, Anambra",2025-02-14,2025-02-14,8,2024,1,Anambra,South East,0,3,Safe
IBD031765,"Cult Clash, Lagos",2025-02-14,2025-02-15,2,2024,1,Lagos,South West,0,0,Safe
IBD031746,"Extrajudicial Killing, Ondo",2025-02-14,2025-02-14,1,2024,1,Ondo,South West,0,0,Safe
IBD031732,"Kidnappers Set Ablaze, Delta",2025-02-13,2025-02-13,2,2024,1,Delta,South South,1,5,Caution
IBD031733,"Auto Crash, Ogun",2025-02-13,2025-02-13,1,2024,1,Ogun,South West,0,0,Safe
IBD031764,"Cult Clash, Ogun",2025-02-13,2025-02-13,1,2024,1,Ogun,South West,0,0,Safe
IBD031780,"Man vs Friend, FCT (Abuja)",2025-02-13,2025-02-13,1,2024,1,FCT,North Central,0,0,Safe
IBD031779,"Extrajudicial Killing, Delta",2025-02-13,2025-02-13,2,2024,1,Delta,South South,0,0,Safe
IBD031734,"Auto Crash, Kano",2025-02-13,2025-02-13,23,2024,1,Kano,North West,0,5,Caution
IBD031727,"Auto Crash, bauchi",2025-02-12,2025-02-12,1,2024,1,Bauchi,North East,0,0,Safe
IBD031728,"Police vs Armed Robbers, FCT (Abuja)",2025-02-12,2025-02-12,3,2024,1,FCT,North Central,0,3,Safe
IBD031741,"Extrajudicial Killing, Lagos",2025-02-12,2025-02-12,1,2024,1,Lagos,South West,0,0,Safe
IBD031729,"Stab to Death, Rivers",2025-02-12,2025-02-12,1,2024,1,Rivers,South South,0,0,Safe
IBD031829,"Kidnappers Kill Two, Kogi",2025-02-12,2025-02-12,2,2024,1,Kogi,North Central,1,5,Caution
IBD031807,"Extrajudicial Killing, Benue",2025-02-11,2025-02-11,1,2024,1,Benue,North Central,0,0,Safe
IBD031713,"Mob vs Thief, Akwa Ibom",2025-02-11,2025-02-11,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD031726,"Auto Crash, Taraba",2025-02-11,2025-02-11,3,2024,1,Taraba,North East,0,3,Safe
IBD031738,"Ritual Killing, Kwara",2025-02-11,2025-02-11,1,2024,1,Kwara,North Central,0,0,Safe
IBD031717,"Bandits vs Traders, Katsina",2025-02-10,2025-02-10,1,2024,1,Katsina,North West,1,5,Caution
IBD031714,"Communal Clash, Akwa Ibom",2025-02-10,2025-02-10,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD031762,"Kidnap Victim, FCT (Abuja)",2025-02-10,2025-02-10,1,2024,1,FCT,North Central,1,5,Caution
IBD031709,"Auto Crash, Niger",2025-02-10,2025-02-10,1,2024,1,Niger,North Central,0,0,Safe
IBD031720,"Assailants vs Girl, Ekiti",2025-02-10,2025-02-10,1,2024,1,Ekiti,South West,0,0,Safe
IBD031721,"Student Drowns, Benue",2025-02-10,2025-02-10,1,2024,1,Benue,North Central,0,0,Safe
IBD031719,"Gunmen vs Police Officer, Yobe",2025-02-09,2025-02-09,2,2024,1,Yobe,North East,1,5,Caution
IBD031705,"Gunmen Kill Pastor, Gombe",2025-02-09,2025-02-09,1,2024,1,Gombe,North East,1,5,Caution
IBD031708,"Auto Crash, Jigawa",2025-02-09,2025-02-09,5,2024,1,Jigawa,North West,0,3,Safe
IBD031704,"Communal Clash, Abia",2025-02-09,2025-02-09,1,2024,1,Abia,South East,0,0,Safe
IBD031690,"Police Kill Man, Rivers",2025-02-09,2025-02-09,1,2024,1,Rivers,South South,0,0,Safe
IBD031747,"Police vs IPOB/ESN, Imo",2025-02-09,2025-02-09,3,2024,1,Imo,South East,0,3,Safe
IBD031706,"Herdsmen Kill Girl, Ekiti",2025-02-09,2025-02-09,1,2024,1,Ekiti,South West,1,5,Caution
IBD031703,"Troops vs Bandits, Zamfara",2025-02-09,2025-02-09,4,2024,1,Zamfara,North West,1,8,Avoid Route
IBD031692,"Cult Clash, Rivers",2025-02-09,2025-02-09,20,2024,1,Rivers,South South,0,5,Caution
IBD031701,"Communal Clash, Cross RIvers",2025-02-09,2025-02-09,4,2024,1,Cross River,South South,0,3,Safe
IBD031702,"Burglars vs Woman, Delta",2025-02-09,2025-02-09,1,2024,1,Delta,South South,0,0,Safe
IBD031693,"Banditry, Sokoto",2025-02-09,2025-02-09,1,2024,1,Sokoto,North West,1,5,Caution
IBD031694,"Cult Clash, Benue",2025-02-09,2025-02-09,4,2024,1,Benue,North Central,0,3,Safe
IBD031707,"Student Dies, Lagos",2025-02-08,2025-02-08,1,2024,1,Lagos,South West,0,0,Safe
IBD031697,"Auto Crash, Kwara",2025-02-08,2025-02-08,1,2024,1,Kwara,North Central,0,0,Safe
IBD031754,Police vs IPOB/ESN Imo,2025-02-08,2025-02-08,2,2024,1,Imo,South East,0,0,Safe
IBD031731,"Cult Clashes, Abia",2025-02-07,2025-02-14,3,2024,1,Abia,South East,0,3,Safe
IBD031723,"Extrajudicial Killing, Enugu",2025-02-07,2025-02-07,1,2024,1,Enugu,South East,0,0,Safe
IBD031680,"Drowns/Mysterious Death, Ondo",2025-02-07,2025-02-07,1,2024,1,Ondo,South West,0,0,Safe
IBD031689,"Soldiers vs Bandits, Zamfara",2025-02-07,2025-02-07,44,2024,1,Zamfara,North West,1,10,Avoid Route
IBD031686,"Domestic Violence, Anambra",2025-02-07,2025-02-07,1,2024,1,Anambra,South East,0,0,Safe
IBD031710,"Assailants vs Uber Driver, Lagos",2025-02-07,2025-02-07,1,2024,1,Lagos,South West,0,0,Safe
IBD031716,"Bandits vs Traders, Katsina",2025-02-07,2025-02-07,12,2024,1,Katsina,North West,1,10,Avoid Route
IBD031715,"Teacher vs Student, Delta",2025-02-06,2025-02-06,1,2024,1,Delta,South South,0,0,Safe
IBD031963,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD031674,"Cult Clash, Rivers",2025-02-06,2025-02-06,7,2024,1,Rivers,South South,0,3,Safe
IBD031675,"Gunmen Attack, Katsina",2025-02-06,2025-02-06,1,2024,1,Katsina,North West,2,5,Caution
IBD031684,"Lakurawa Kill 1, Kebbi",2025-02-06,2025-02-06,1,2024,1,Kebbi,North West,0,0,Safe
IBD031730,"Cult Clashes, Abia",2025-02-06,2025-02-13,2,2024,1,Abia,South East,0,0,Safe
IBD031790,"Stray Bullet, Delta",2025-02-06,2025-02-06,1,2024,1,Delta,South South,0,0,Safe
IBD031685,"Troops vs Bandits, Zamfara",2025-02-06,2025-02-06,4,2024,1,Zamfara,North West,1,8,Avoid Route
IBD031711,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD031679,"Woman vs Neighbour, Rivers",2025-02-06,2025-02-06,1,2024,1,Rivers,South South,0,0,Safe
IBD031687,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD031683,"Bandits Attack, Katsina",2025-02-06,2025-02-06,2,2024,1,Katsina,North West,2,5,Caution
IBD031696,"Student vs Colleague, Nasarawa",2025-02-06,2025-02-06,1,2024,1,Nasarawa,North Central,0,0,Safe
IBD031962,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD031664,"Inferno, Zamfara",2025-02-05,2025-02-05,17,2024,1,Zamfara,North West,0,5,Caution
IBD031695,"Auto Crash, Lagos",2025-02-05,2025-02-05,1,2024,1,Lagos,South West,0,0,Safe
IBD031700,"Domestic Violence, Kano",2025-02-05,2025-02-05,1,2024,1,Kano,North West,0,0,Safe
IBD031663,"Man vs Trader, FCT (Abuja)",2025-02-05,2025-02-05,1,2024,1,FCT,North Central,0,0,Safe
IBD031725,"Bandit vs Vigilante, Niger",2025-02-05,2025-02-05,1,2024,1,Niger,North Central,1,5,Caution
IBD031672,"Domestic Violence, Bayelsa",2025-02-04,2025-02-04,1,2024,1,Bayelsa,South South,0,0,Safe
IBD031698,"Boko Haram Explosion, Borno",2025-02-04,2025-02-04,2,2024,1,Borno,North East,0,0,Safe
IBD031676,"Herdsmen vs Hunters, Benue",2025-02-04,2025-02-04,6,2024,1,Benue,North Central,1,8,Avoid Route
IBD031678,"Auto Crash, Ogun",2025-02-04,2025-02-04,3,2024,1,Ogun,South West,0,3,Safe
IBD031652,"Troops vs Boko Haram/ISWAP, Borno",2025-02-04,2025-02-04,7,2024,1,Borno,North East,0,3,Safe
IBD031677,"Security Operative vs Bolt Driver, Edo",2025-02-04,2025-02-04,1,2024,1,Edo,South South,0,0,Safe
IBD031670,"Police vs Bandits, Bauchi",2025-02-04,2025-02-04,2,2024,1,Bauchi,North East,1,5,Caution
IBD031668,"Auto Crash, Ogun",2025-02-04,2025-02-04,1,2024,1,Ogun,South West,0,0,Safe
IBD031649,"Auto Crash, Niger",2025-02-03,2025-02-03,4,2024,1,Niger,North Central,0,3,Safe
IBD031682,"Domestic Violence, Niger",2025-02-03,2025-02-03,1,2024,1,Niger,North Central,0,0,Safe
IBD031661,"Auto Crash, Ogun",2025-02-03,2025-02-03,1,2024,1,Ogun,South West,0,0,Safe
IBD031699,"Corpse Found, FCT (Abuja)",2025-02-03,2025-02-03,1,2024,1,FCT,North Central,0,0,Safe
IBD031666,"Gunmen Attack, Lagos",2025-02-03,2025-02-04,2,2024,1,Lagos,South West,2,5,Caution
IBD031656,"Cult Clash, Bayelsa",2025-02-03,2025-02-03,1,2024,1,Bayelsa,South South,0,0,Safe
IBD031669,"Hunters vs Herdsmen, Benue",2025-02-03,2025-02-03,3,2024,1,Benue,North Central,1,8,Avoid Route
IBD031654,"Gunmen Attack, Kaduna",2025-02-03,2025-02-03,2,2024,1,Kaduna,North West,2,5,Caution
IBD031658,"Auto Crash, FCT (Abuja)",2025-02-03,2025-02-03,3,2024,1,FCT,North Central,0,3,Safe
IBD031645,"Assailants Kills 4, Osun",2025-02-03,2025-02-03,4,2024,1,Osun,South West,0,3,Safe
IBD031667,"Herdsmen vs Farmers, Benue",2025-02-02,2025-02-02,3,2024,1,Benue,North Central,1,8,Avoid Route
IBD031651,"Auto Crash, Ogun",2025-02-02,2025-02-02,2,2024,1,Ogun,South West,0,0,Safe
IBD031647,"Security Operatives vs Hoodlums, Imo",2025-02-02,2025-02-02,35,2024,1,Imo,South East,0,5,Caution
IBD031637,"Assailant vs Man, Oyo",2025-02-02,2025-02-02,1,2024,1,Oyo,South West,0,0,Safe
IBD031650,"Troops vs Bandit, Taraba",2025-02-02,2025-02-02,1,2024,1,Taraba,North East,1,5,Caution
IBD031638,"Inferno, Borno",2025-02-02,2025-02-02,5,2024,1,Borno,North East,0,3,Safe
IBD031635,"Herdsmen Attack, Ebonyi",2025-02-02,2025-02-02,16,2024,1,Ebonyi,South East,2,10,Avoid Route
IBD031644,"Security Operatives Kills 4, Kano",2025-02-02,2025-02-02,4,2024,1,Kano,North West,0,3,Safe
IBD031646,"Kidnapper Attack, Plateau",2025-02-01,2025-02-01,1,2024,1,Plateau,North Central,2,5,Caution
IBD031642,"Auto Crash, Ogun",2025-02-01,2025-02-01,1,2024,1,Ogun,South West,0,0,Safe
IBD031633,"Auto Crash, Ondo",2025-02-01,2025-02-01,30,2024,1,Ondo,South West,0,5,Caution
IBD031640,"Gunmen Attack, Taraba",2025-02-01,2025-02-01,1,2024,1,Taraba,North East,2,5,Caution
IBD031643,"Assailants vs Children, Anambra",2025-02-01,2025-02-01,3,2024,1,Anambra,South East,0,3,Safe
IBD031665,"Communal Clash, Nasarawa",2025-02-01,2025-02-01,2,2024,1,Nasarawa,North Central,0,0,Safe
IBD031662,"Security Operatives vs Drivers, Anambra",2025-01-31,2025-01-31,8,2024,1,Anambra,South East,0,3,Safe
IBD031628,"Auto Crash, Anambra",2025-01-31,2025-01-31,4,2024,1,Anambra,South East,0,3,Safe
IBD031657,"CSO and Son, Rivers",2025-01-31,2025-01-31,2,2024,1,Rivers,South South,0,0,Safe
IBD031636,"Man Drowns, Oyo",2025-01-31,2025-01-31,1,2024,1,Oyo,South West,0,0,Safe
IBD031634,"Cult Clash, Rivers",2025-01-31,2025-02-01,3,2024,1,Rivers,South South,0,3,Safe
IBD031629,"Security Operative Kills 1, FCT (Abuja)",2025-01-31,2025-01-31,1,2024,1,FCT,North Central,0,0,Safe
IBD031718,"Gunmen vs Police Officer, Yobe",2025-01-31,2025-01-31,1,2024,1,Yobe,North East,1,5,Caution
IBD031630,"Gunmen Attack, Plateau",2025-01-31,2025-01-31,5,2024,1,Plateau,North Central,2,8,Avoid Route
IBD031791,"Mysterious Death, Enugu",2025-01-31,2025-02-03,1,2024,1,Enugu,South East,0,0,Safe
IBD031627,"Auto Crash, Lagos",2025-01-31,2025-01-31,1,2024,1,Lagos,South West,0,0,Safe
IBD032000,"Inferno, Yobe",2025-01-30,2025-01-30,1,2024,1,Yobe,North East,0,0,Safe
IBD031620,"Security Operatives vs Gunmen, Anambra",2025-01-30,2025-01-30,25,2024,1,Anambra,South East,1,10,Avoid Route
IBD031623,"Electricity Vandal, FCT (Abuja)",2025-01-30,2025-01-30,1,2024,1,FCT,North Central,0,0,Safe
IBD031641,"Banditry, Zamfara",2025-01-30,2025-01-30,3,2024,1,Zamfara,North West,1,8,Avoid Route
IBD031598,"Auto Crash, Lagos",2025-01-29,2025-01-29,1,2024,1,Lagos,South West,0,0,Safe
IBD031616,"Gunmen Attack, Ogun",2025-01-29,2025-01-29,2,2024,1,Ogun,South West,2,5,Caution
IBD031626,"Kidnappers Kill Mother, Son, Anambra",2025-01-29,2025-01-29,2,2024,1,Anambra,South East,1,5,Caution
IBD031606,"Kidnap Victim, Niger",2025-01-28,2025-01-28,1,2024,1,Niger,North Central,1,5,Caution
IBD031621,"Motorcycle Thief, FCT (Abuja)",2025-01-28,2025-01-28,1,2024,1,FCT,North Central,0,0,Safe
IBD031602,"Medical Negligence, Rivers",2025-01-28,2025-01-28,1,2024,1,Rivers,South South,0,0,Safe
IBD031619,"Herdsmen Attack, Ondo",2025-01-28,2025-01-28,5,2024,1,Ondo,South West,2,8,Avoid Route
IBD031611,"Childbirth Complications, Ogun",2025-01-28,2025-01-28,1,2024,1,Ogun,South West,0,0,Safe
IBD031918,"Youths vs Teenager, Abia",2025-01-28,2025-01-28,1,2024,1,Abia,South East,0,0,Safe
IBD031615,"NAF vs Boko Haram, Borno",2025-01-28,2025-01-28,40,2024,1,Borno,North East,0,5,Caution
IBD031614,"Bandtiry, Katsina",2025-01-28,2025-01-28,1,2024,1,Katsina,North West,0,0,Safe
IBD031609,"Bandits vs Herder, Niger",2025-01-28,2025-01-28,1,2024,1,Niger,North Central,1,5,Caution
IBD031789,"Gun Kill Abducted Woman, FCT (Abuja)",2025-01-28,2025-01-28,1,2024,1,FCT,North Central,0,0,Safe
IBD031632,"Youth vs Herdsmen, Delta",2025-01-28,2025-01-28,2,2024,1,Delta,South South,1,5,Caution
IBD031601,"Building Collapse, Lagos",2025-01-28,2025-01-28,3,2024,1,Lagos,South West,0,3,Safe
IBD031613,"Fulani Herders vs Farmers, Delta",2025-01-28,2025-01-28,2,2024,1,Delta,South South,0,0,Safe
IBD031603,"Explosion, Ogun",2025-01-27,2025-01-27,4,2024,1,Ogun,South West,0,3,Safe
IBD031624,"Ritual Killing, Delta",2025-01-27,2025-01-27,2,2024,1,Delta,South South,0,0,Safe
IBD031617,"Security Operative vs Gunmen, Anambra",2025-01-27,2025-01-27,6,2024,1,Anambra,South East,1,8,Avoid Route
IBD031724,"Police vs Youths, Benue",2025-01-27,2025-01-27,2,2024,1,Benue,North Central,0,0,Safe
IBD031671,"Corpse Found, Niger",2025-01-27,2025-01-27,1,2024,1,Niger,North Central,0,0,Safe
IBD031596,"Robbers Kill Motorist, FCT (Abuja)",2025-01-26,2025-01-26,1,2024,1,FCT,North Central,0,0,Safe
IBD031592,"Auto Crash, Edo",2025-01-26,2025-01-26,3,2024,1,Edo,South South,0,3,Safe
IBD031593,"Mining Explosion, Niger",2025-01-26,2025-01-26,25,2024,1,Niger,North Central,0,5,Caution
IBD031605,"Domestic Violence, Kaduna",2025-01-26,2025-01-26,1,2024,1,Kaduna,North West,0,0,Safe
IBD031597,"Assailants vs Woman, Anambra",2025-01-26,2025-01-26,1,2024,1,Anambra,South East,0,0,Safe
IBD031622,"Flood Disaster, Kwara",2025-01-25,2025-01-25,1,2024,1,Kwara,North Central,0,0,Safe
IBD031586,"Auto Crash, Enugu",2025-01-25,2025-01-25,19,2024,1,Enugu,South East,0,5,Caution
IBD031604,"Gunmen Attack, Kogi",2025-01-25,2025-01-25,1,2024,1,Kogi,North Central,2,5,Caution
IBD031594,"Drown, Kano",2025-01-25,2025-01-25,1,2024,1,Kano,North West,0,0,Safe
IBD031588,"Auto Crash, Oyo",2025-01-25,2025-01-25,1,2024,1,Oyo,South West,0,0,Safe
IBD031610,"Police vs Kidnappers, Ogun",2025-01-25,2025-01-25,5,2024,1,Ogun,South West,1,8,Avoid Route
IBD031600,"Boko Haram vs Soldiers, Borno",2025-01-24,2025-01-24,20,2024,1,Borno,North East,0,5,Caution
IBD031587,"Police vs IPOB Members, Imo",2025-01-24,2025-01-24,8,2024,1,Imo,South East,0,3,Safe
IBD031589,"Assassins Kill Professor, Delta",2025-01-24,2025-01-24,1,2024,1,Delta,South South,0,0,Safe
IBD031583,"Banditry, Kaduna",2025-01-23,2025-01-23,1,2024,1,Kaduna,North West,1,5,Caution
IBD031607,"Gunmen Attack, Anambra",2025-01-23,2025-01-23,1,2024,1,Anambra,South East,2,5,Caution
IBD031722,"Hoodlums Kill NYSC Member, Plateau",2025-01-23,2025-01-23,1,2024,1,Plateau,North Central,0,0,Safe
IBD031576,"Police vs Kidnappers, Lagos",2025-01-23,2025-01-23,3,2024,1,Lagos,South West,1,8,Avoid Route
IBD031577,"Domestic Violence, Abia",2025-01-22,2025-01-22,1,2024,1,Abia,South East,0,0,Safe
IBD031653,"Gunmen Attack, Kaduna",2025-01-22,2025-01-22,2,2024,1,Kaduna,North West,2,5,Caution
IBD031573,"Inferno, Ondo",2025-01-22,2025-01-22,2,2024,1,Ondo,South West,0,0,Safe
IBD031569,"Husband vs Wife, Anambra",2025-01-22,2025-01-22,1,2024,1,Anambra,South East,0,0,Safe
IBD031595,"Undergraduate Student, Osun",2025-01-22,2025-01-22,1,2024,1,Osun,South West,0,0,Safe
IBD031544,"Bandits vs Boko Haram, Niger",2025-01-22,2025-01-22,20,2024,1,Niger,North Central,1,10,Avoid Route
IBD031579,"Army Kill Wanted Terrorist, Plateau",2025-01-22,2025-01-22,1,2024,1,Plateau,North Central,1,5,Caution
IBD031564,"Tanker Accident, Oyo",2025-01-22,2025-01-23,1,2024,1,Oyo,South West,0,0,Safe
IBD031572,"Auto Crash, Kwara",2025-01-22,2025-01-22,14,2024,1,Kwara,North Central,0,5,Caution
IBD031574,"Auto Crash, Ebonyi",2025-01-22,2025-01-22,2,2024,1,Ebonyi,South East,0,0,Safe
IBD031580,"Boko Haram vs Fishermen,Borno",2025-01-22,2025-01-22,20,2024,1,Borno,North East,0,5,Caution
IBD031575,"Gunmen vs Lawyer, Imo",2025-01-22,2025-01-22,1,2024,1,Imo,South East,1,5,Caution
IBD031735,"Medical Negligence, Imo",2025-01-21,2025-01-21,1,2024,1,Imo,South East,0,0,Safe
IBD031562,"Boko Haram/ISWAP IED Explosion, Borno",2025-01-21,2025-01-21,1,2024,1,Borno,North East,0,0,Safe
IBD031582,"NAF vs Terrorists, Niger",2025-01-21,2025-01-21,52,2024,1,Niger,North Central,1,10,Avoid Route
IBD031655,"Inferno, Kano",2025-01-21,2025-01-21,6,2024,1,Kano,North West,0,3,Safe
IBD031561,"Auto Crash, Ogun",2025-01-21,2025-01-21,1,2024,1,Ogun,South West,0,0,Safe
IBD031570,"Soldiers vs Bandits, Kebbi",2025-01-21,2025-01-22,2,2024,1,Kebbi,North West,1,5,Caution
IBD031571,"Hoodlums Kill Herder, FCT (Abuja)",2025-01-21,2025-01-21,1,2024,1,FCT,North Central,0,0,Safe
IBD031568,"Man Dies Inside Well, Kano",2025-01-21,2025-01-21,1,2024,1,Kano,North West,0,0,Safe
IBD031691,"Domestic Violence/Inferno, Anambra",2025-01-21,2025-01-21,1,2024,1,Anambra,South East,0,0,Safe
IBD031688,"Police vs Bandits, Katsina",2025-01-21,2025-01-21,11,2024,1,Katsina,North West,1,10,Avoid Route
IBD031784,"Stone to Death, Ogun",2025-01-20,2025-01-20,1,2024,1,Ogun,South West,0,0,Safe
IBD031566,"Soldiers vs Bandits, Sokoto",2025-01-20,2025-01-21,12,2024,1,Sokoto,North West,1,10,Avoid Route
