Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert,RainfallLevel,FloodRisk,WeatherRiskScore,CombinedRiskScore,CombinedAlert
IBD031223,"Assailant vs Man, Ogun",2024-11-11,2024-11-11,1,2024,1,Ogun,South West,0,0,Safe,70,Moderate,3,3,Low Risk
IBD031216,Banditry Katsina,2024-11-11,2024-11-11,2,2024,1,Katsina,North West,1,5,Caution,31,Low,1,7,Moderate Risk
IBD031213,"Communal Clash, Delta",2024-11-11,2024-11-11,2,2024,1,Delta,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD031224,"Banditry, Kaduna",2024-11-11,2024-11-11,3,2024,1,Kaduna,North West,1,8,Avoid Route,32,Low,1,10,High Risk
IBD031206,"Gunmen Attack, Ogun",2024-11-11,2024-11-11,2,2024,1,Ogun,South West,2,5,Caution,54,Moderate,3,10,High Risk
IBD031217,"Auto Crash, Akwa Ibom",2024-11-11,2024-11-11,3,2024,1,Akwa Ibom,South South,0,3,Safe,89,High,5,8,High Risk
IBD031208,"Cult Killing, Edo",2024-11-11,2024-11-11,1,2024,1,Edo,South South,0,0,Safe,55,Moderate,3,3,Low Risk
IBD031220,"Gunmen vs Students, Delta",2024-11-10,2024-11-10,2,2024,1,Delta,South South,1,5,Caution,93,High,5,11,High Risk
IBD031210,"Auto Crash, Abia",2024-11-10,2024-11-10,2,2024,1,Abia,South East,0,0,Safe,52,Moderate,3,3,Low Risk
IBD031207,"Young Men Drown, Ekiti",2024-11-10,2024-11-10,4,2024,1,Ekiti,South West,0,3,Safe,13,Low,1,4,Moderate Risk
IBD031203,"Auto Crash, Lagos",2024-11-10,2024-11-10,4,2024,1,Lagos,South West,0,3,Safe,83,High,5,8,High Risk
IBD031209,"Assailants vs Herder, Plateau",2024-11-10,2024-11-10,1,2024,1,Plateau,North Central,0,0,Safe,38,Low,1,1,Low Risk
IBD031204,"Boko Haram Attack, Borno",2024-11-10,2024-11-10,3,2024,1,Borno,North East,1,8,Avoid Route,46,Low,1,10,High Risk
IBD031198,"Auto Crash, Sokoto",2024-11-09,2024-11-09,15,2024,1,Sokoto,North West,0,5,Caution,16,Low,1,6,Moderate Risk
IBD031188,"Communal Clash, Ebonyi",2024-11-09,2024-11-09,3,2024,1,Ebonyi,South East,0,3,Safe,16,Low,1,4,Moderate Risk
IBD031201,"Soldiers vs Bandits, Kaduna",2024-11-09,2024-11-09,3,2024,1,Kaduna,North West,1,8,Avoid Route,49,Low,1,10,High Risk
IBD031212,"Miners, Plateau",2024-11-09,2024-11-09,13,2024,1,Plateau,North Central,0,5,Caution,24,Low,1,6,Moderate Risk
IBD031193,"Auto Crash, Katsina",2024-11-09,2024-11-09,14,2024,1,Katsina,North West,0,5,Caution,46,Low,1,6,Moderate Risk
IBD031199,"Mob vs Burglar, Rivers",2024-11-09,2024-11-09,1,2024,1,Rivers,South South,0,0,Safe,85,High,5,5,Moderate Risk
IBD031237,"Mob vs Bandits, Kaduna",2024-11-09,2024-11-09,3,2024,1,Kaduna,North West,1,8,Avoid Route,38,Low,1,10,High Risk
IBD031197,"Bandits vs Security Operatives, Katsina",2024-11-08,2024-11-08,2,2024,1,Katsina,North West,1,5,Caution,26,Low,1,7,Moderate Risk
IBD031202,"Auto Crash, Ekiti",2024-11-08,2024-11-08,1,2024,1,Ekiti,South West,0,0,Safe,48,Low,1,1,Low Risk
IBD031192,"Domestic Violence, Adamawa",2024-11-08,2024-11-08,1,2024,1,Adamawa,North East,0,0,Safe,24,Low,1,1,Low Risk
IBD031557,"Assaliants va Man, Ebonyi",2024-11-08,2024-11-08,1,2024,1,Ebonyi,South East,0,0,Safe,10,Low,1,1,Low Risk
IBD031186,"NAF vs ISWAP, Borno",2024-11-08,2024-11-08,70,2024,1,Borno,North East,0,5,Caution,16,Low,1,6,Moderate Risk
IBD031195,"Lakurawa Kills 15, Kebbi",2024-11-08,2024-11-08,16,2024,1,Kebbi,North West,0,5,Caution,24,Low,1,6,Moderate Risk
IBD031190,"NAF vs Terrorists, Zamfara",2024-11-08,2024-11-08,50,2024,1,Zamfara,North West,1,10,Avoid Route,43,Low,1,12,Extreme Danger
IBD031214,"Assailants vs Man, Kaduna",2024-11-07,2024-11-07,1,2024,1,Kaduna,North West,0,0,Safe,34,Low,1,1,Low Risk
IBD031221,"Police Kill 1, FCT (Abuja)",2024-11-07,2024-11-07,1,2024,1,FCT,North Central,0,0,Safe,37,Low,1,1,Low Risk
IBD031176,"Auto Crash, Lagos",2024-11-07,2024-11-07,1,2024,1,Lagos,South West,0,0,Safe,85,High,5,5,Moderate Risk
IBD031177,"Cult Attack, Rivers",2024-11-07,2024-11-07,1,2024,1,Rivers,South South,1,5,Caution,90,High,5,11,High Risk
IBD031205,"Robber vs Woman, Adamawa",2024-11-07,2024-11-07,1,2024,1,Adamawa,North East,0,0,Safe,13,Low,1,1,Low Risk
IBD031187,"Security Operatives Kill 1, Plateau",2024-11-07,2024-11-07,1,2024,1,Plateau,North Central,0,0,Safe,45,Low,1,1,Low Risk
IBD031191,"Gunmen Kidnap Chinese Expatriates, Cross River",2024-11-07,2024-11-07,1,2024,1,Cross River,South South,2,5,Caution,98,High,5,12,Extreme Danger
IBD031167,"Mob vs Robber, Benue",2024-11-06,2024-11-06,1,2024,1,Benue,North Central,0,0,Safe,24,Low,1,1,Low Risk
IBD031185,"Man vs Houseboy, Enugu",2024-11-06,2024-11-06,1,2024,1,Enugu,South East,0,0,Safe,60,Moderate,3,3,Low Risk
IBD031218,"Medical Quackery, Ondo",2024-11-06,2024-11-06,2,2024,1,Ondo,South West,0,0,Safe,56,Moderate,3,3,Low Risk
IBD031183,"Fulani Militia Attack, Plateau",2024-11-06,2024-11-06,3,2024,1,Plateau,North Central,1,8,Avoid Route,36,Low,1,10,High Risk
IBD031194,"Ritual Killing, Imo",2024-11-06,2024-11-06,1,2024,1,Imo,South East,0,0,Safe,51,Moderate,3,3,Low Risk
IBD031180,"Vigilantes/Hunters vs Kidnappers, Nasarawa",2024-11-06,2024-11-06,10,2024,1,Nasarawa,North Central,1,10,Avoid Route,38,Low,1,12,Extreme Danger
IBD031182,"Gunmen Kill 3, Plateau",2024-11-06,2024-11-06,3,2024,1,Plateau,North Central,1,8,Avoid Route,46,Low,1,10,High Risk
IBD031166,"Security Operatives vs Gunmen, Enugu",2024-11-06,2024-11-06,4,2024,1,Enugu,South East,1,8,Avoid Route,63,Moderate,3,12,Extreme Danger
IBD031159,"Bomb Explosion, Imo",2024-11-05,2024-11-05,2,2024,1,Imo,South East,0,0,Safe,70,Moderate,3,3,Low Risk
IBD031163,"Bandits vs Farmers, Niger",2024-11-05,2024-11-05,10,2024,1,Niger,North Central,1,10,Avoid Route,33,Low,1,12,Extreme Danger
IBD031160,"Rape Victim, Bauchi",2024-11-05,2024-11-05,1,2024,1,Bauchi,North East,0,0,Safe,34,Low,1,1,Low Risk
IBD031196,"Policemen vs Student, Kwara",2024-11-05,2024-11-05,1,2024,1,Kwara,North Central,0,0,Safe,38,Low,1,1,Low Risk
IBD031172,"Banditry, Kaduna",2024-11-05,2024-11-05,2,2024,1,Kaduna,North West,1,5,Caution,18,Low,1,7,Moderate Risk
IBD031181,"Herders vs Farmers, Edo",2024-11-04,2024-11-04,3,2024,1,Edo,South South,0,3,Safe,60,Moderate,3,6,Moderate Risk
IBD031156,"Building Collapse, Rivers",2024-11-04,2024-11-04,1,2024,1,Rivers,South South,0,0,Safe,87,High,5,5,Moderate Risk
IBD031165,"Dog vs Security Guard, Lagos",2024-11-04,2024-11-04,1,2024,1,Lagos,South West,0,0,Safe,100,High,5,5,Moderate Risk
IBD031290,"Artisans, Edo",2024-11-04,2024-11-04,2,2024,1,Edo,South South,0,0,Safe,69,Moderate,3,3,Low Risk
IBD031157,"Cult Clash, Benue",2024-11-04,2024-11-05,4,2024,1,Benue,North Central,0,3,Safe,16,Low,1,4,Moderate Risk
IBD031184,"Auto Crash, Jigawa",2024-11-04,2024-11-04,2,2024,1,Jigawa,North West,0,0,Safe,34,Low,1,1,Low Risk
IBD031158,"Army vs Bandits, Plateau",2024-11-04,2024-11-04,5,2024,1,Plateau,North Central,1,8,Avoid Route,16,Low,1,10,High Risk
IBD031179,"Assailant vs Motorcyclist, Kwara",2024-11-04,2024-11-04,1,2024,1,Kwara,North Central,0,0,Safe,47,Low,1,1,Low Risk
IBD031143,"Man vs Scavenger, Enugu",2024-11-03,2024-11-03,1,2024,1,Enugu,South East,0,0,Safe,75,Moderate,3,3,Low Risk
IBD031152,"Cult Clash, Lagos",2024-11-03,2024-11-03,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD031148,"Gunmen Kill Man, Plateau",2024-11-03,2024-11-03,1,2024,1,Plateau,North Central,1,5,Caution,10,Low,1,7,Moderate Risk
IBD031151,"Gunmen Kill 1, Bauchi",2024-11-03,2024-11-03,1,2024,1,Bauchi,North East,1,5,Caution,33,Low,1,7,Moderate Risk
IBD031155,"Army vs Boko Haram, Borno",2024-11-03,2024-11-03,25,2024,1,Borno,North East,0,5,Caution,22,Low,1,6,Moderate Risk
IBD031150,"Electrocution, Gombe",2024-11-03,2024-11-03,1,2024,1,Gombe,North East,0,0,Safe,30,Low,1,1,Low Risk
IBD031147,"Gunmen Attack, Niger",2024-11-03,2024-11-03,1,2024,1,Niger,North Central,2,5,Caution,46,Low,1,8,High Risk
IBD031161,"Army vs Bandits, Borno",2024-11-03,2024-11-03,24,2024,1,Borno,North East,1,10,Avoid Route,27,Low,1,12,Extreme Danger
IBD031135,"Auto Crash, Lagos",2024-11-03,2024-11-03,1,2024,1,Lagos,South West,0,0,Safe,84,High,5,5,Moderate Risk
IBD031142,"Auto Crash, Lagos",2024-11-03,2024-11-03,1,2024,1,Lagos,South West,0,0,Safe,80,High,5,5,Moderate Risk
IBD031134,"Scavengers vs Man, FCT (Abuja)",2024-11-02,2024-11-02,1,2024,1,FCT,North Central,0,0,Safe,26,Low,1,1,Low Risk
IBD031138,"Boko Haram Attack, Borno",2024-11-02,2024-11-02,7,2024,1,Borno,North East,1,8,Avoid Route,22,Low,1,10,High Risk
IBD031140,"Man vs Youth, Abia",2024-11-02,2024-11-02,1,2024,1,Abia,South East,0,0,Safe,67,Moderate,3,3,Low Risk
IBD031154,"Man Drowns, Kano",2024-11-02,2024-11-02,1,2024,1,Kano,North West,0,0,Safe,24,Low,1,1,Low Risk
IBD031139,"Auto Crash, Ogun",2024-11-02,2024-11-02,2,2024,1,Ogun,South West,0,0,Safe,70,Moderate,3,3,Low Risk
IBD031170,"Hoodlums vs Cyclist, FCT (Abuja)",2024-11-02,2024-11-02,1,2024,1,FCT,North Central,0,0,Safe,42,Low,1,1,Low Risk
IBD031162,"Auto Crash, Niger",2024-11-02,2024-11-02,6,2024,1,Niger,North Central,0,3,Safe,37,Low,1,4,Moderate Risk
IBD031137,"Extrajudicial Killing, Anambra",2024-11-02,2024-11-02,1,2024,1,Anambra,South East,0,0,Safe,59,Moderate,3,3,Low Risk
IBD031132,"Gunmen vs Farmer, Ebonyi",2024-11-02,2024-11-02,3,2024,1,Ebonyi,South East,1,8,Avoid Route,37,Low,1,10,High Risk
IBD031133,"Police vs Soldier, Nasarawa",2024-11-02,2024-11-02,3,2024,1,Nasarawa,North Central,0,3,Safe,17,Low,1,4,Moderate Risk
IBD031126,"Communal Clash, Benue",2024-11-02,2024-11-02,6,2024,1,Benue,North Central,0,3,Safe,14,Low,1,4,Moderate Risk
IBD031171,"Man vs KEDCO Staff, Kano",2024-11-01,2024-11-01,1,2024,1,Kano,North West,0,0,Safe,36,Low,1,1,Low Risk
IBD031200,"NAF vs Boko Haram/ISWAP, Borno",2024-11-01,2024-11-08,87,2024,1,Borno,North East,0,5,Caution,23,Low,1,6,Moderate Risk
IBD031125,"Herdsmen Attack, Benue",2024-11-01,2024-11-02,6,2024,1,Benue,North Central,2,8,Avoid Route,23,Low,1,11,High Risk
IBD031144,"Army vs Bandits, Niger",2024-11-01,2024-11-01,40,2024,1,Niger,North Central,1,10,Avoid Route,24,Low,1,12,Extreme Danger
IBD031420,"Auto Crash, Edo",2024-11-01,2024-11-30,13,2024,1,Edo,South South,0,5,Caution,60,Moderate,3,8,High Risk
IBD031136,"Domestic Violence, Ogun",2024-11-01,2024-11-01,1,2024,1,Ogun,South West,0,0,Safe,62,Moderate,3,3,Low Risk
IBD031149,"Domestic Violence, Osun",2024-10-31,2024-10-31,1,2024,1,Osun,South West,0,0,Safe,32,Low,1,1,Low Risk
IBD031117,"Building Collapse, Oyo",2024-10-31,2024-10-31,13,2024,1,Oyo,South West,0,5,Caution,19,Low,1,6,Moderate Risk
IBD031124,"Auto Crash, Kwara",2024-10-31,2024-10-31,1,2024,1,Kwara,North Central,0,0,Safe,18,Low,1,1,Low Risk
IBD031130,"Police vs Bandits, Bauchi",2024-10-31,2024-10-31,6,2024,1,Bauchi,North East,1,8,Avoid Route,26,Low,1,10,High Risk
IBD031264,"Gunmen Attack, Anambra",2024-10-31,2024-10-31,3,2024,1,Anambra,South East,2,8,Avoid Route,72,Moderate,3,13,Extreme Danger
IBD031128,"Terrorists vs Vigilantes, Niger",2024-10-31,2024-10-31,13,2024,1,Niger,North Central,1,10,Avoid Route,37,Low,1,12,Extreme Danger
IBD031123,"Cult War, Edo",2024-10-30,2024-10-30,1,2024,1,Edo,South South,0,0,Safe,64,Moderate,3,3,Low Risk
IBD031129,"Domestic Violence, Oyo",2024-10-30,2024-10-30,1,2024,1,Oyo,South West,0,0,Safe,17,Low,1,1,Low Risk
IBD031120,"Gunmen Kills 3, Abia",2024-10-30,2024-10-30,3,2024,1,Abia,South East,1,8,Avoid Route,64,Moderate,3,12,Extreme Danger
IBD031141,"Gunmen Kill 2, Plateau",2024-10-30,2024-10-30,2,2024,1,Plateau,North Central,1,5,Caution,45,Low,1,7,Moderate Risk
IBD031116,"Herders vs Farmers, Benue",2024-10-30,2024-10-30,16,2024,1,Benue,North Central,0,5,Caution,11,Low,1,6,Moderate Risk
IBD031118,"Vigilantes vs Bandits, Plateau",2024-10-30,2024-10-30,4,2024,1,Plateau,North Central,1,8,Avoid Route,17,Low,1,10,High Risk
IBD031119,"Food Poisoning, Edo",2024-10-30,2024-10-30,5,2024,1,Edo,South South,0,3,Safe,73,Moderate,3,6,Moderate Risk
IBD031112,"Mob vs Armed Robber, FCT (Abuja)",2024-10-29,2024-10-29,1,2024,1,FCT,North Central,0,0,Safe,20,Low,1,1,Low Risk
IBD031111,"Auto Crash, Niger",2024-10-29,2024-10-29,2,2024,1,Niger,North Central,0,0,Safe,44,Low,1,1,Low Risk
IBD031131,"Police vs IPOB/ESN, Imo",2024-10-29,2024-10-29,1,2024,1,Imo,South East,0,0,Safe,64,Moderate,3,3,Low Risk
IBD031108,"Assailants vs Woman, Delta",2024-10-29,2024-10-29,1,2024,1,Delta,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD031113,"Hoodlums vs Man, Ebonyi",2024-10-29,2024-10-29,1,2024,1,Ebonyi,South East,0,0,Safe,24,Low,1,1,Low Risk
IBD031831,"Assailants vs Man, Anambra",2024-10-28,2024-10-28,1,2024,1,Anambra,South East,0,0,Safe,76,Moderate,3,3,Low Risk
IBD031110,"Man Murdered, Ogun",2024-10-28,2024-10-28,1,2024,1,Ogun,South West,0,0,Safe,74,Moderate,3,3,Low Risk
IBD031107,"Man vs Woman, Ondo",2024-10-28,2024-10-28,1,2024,1,Ondo,South West,0,0,Safe,72,Moderate,3,3,Low Risk
IBD031164,"Police vs Kidnappers, Delta",2024-10-28,2024-10-28,2,2024,1,Delta,South South,1,5,Caution,85,High,5,11,High Risk
IBD031105,"Domestic Violence, Kano",2024-10-28,2024-10-28,1,2024,1,Kano,North West,0,0,Safe,19,Low,1,1,Low Risk
IBD031099,"Bandits vs Farmers, Sokoto",2024-10-28,2024-10-28,4,2024,1,Sokoto,North West,1,8,Avoid Route,44,Low,1,10,High Risk
IBD031106,"Cult Killing, Edo",2024-10-27,2024-10-27,8,2024,1,Edo,South South,0,3,Safe,52,Moderate,3,6,Moderate Risk
IBD031102,"Gunmen vs Drummer, Edo",2024-10-27,2024-10-27,1,2024,1,Edo,South South,1,5,Caution,67,Moderate,3,9,High Risk
IBD031098,"Domestic Violence, Benue",2024-10-27,2024-10-27,1,2024,1,Benue,North Central,0,0,Safe,23,Low,1,1,Low Risk
IBD031095,"Herders vs Farmers, Adamawa",2024-10-27,2024-10-27,7,2024,1,Adamawa,North East,0,3,Safe,19,Low,1,4,Moderate Risk
IBD031169,"Mining Pit Collapse, Adamawa",2024-10-26,2024-10-26,13,2024,1,Adamawa,North East,0,5,Caution,49,Low,1,6,Moderate Risk
IBD031086,"Inferno, Ogun",2024-10-26,2024-10-26,1,2024,1,Ogun,South West,0,0,Safe,77,Moderate,3,3,Low Risk
IBD031189,"Mine Collapse, Taraba",2024-10-26,2024-10-26,13,2024,1,Taraba,North East,0,5,Caution,48,Low,1,6,Moderate Risk
IBD031100,"Gunmen vs Man, Rivers",2024-10-26,2024-10-26,1,2024,1,Rivers,South South,1,5,Caution,80,High,5,11,High Risk
IBD031096,"Auto Crash, Kwara",2024-10-26,2024-10-26,1,2024,1,Kwara,North Central,0,0,Safe,26,Low,1,1,Low Risk
IBD031094,"Auto Crash, Lagos",2024-10-26,2024-10-26,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD031091,"Auto Crash, Lagos",2024-10-26,2024-10-26,2,2024,1,Lagos,South West,0,0,Safe,95,High,5,5,Moderate Risk
IBD031082,"Auto Crash, Lagos",2024-10-25,2024-10-25,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD031087,"Policeman Kill Musician, Enugu",2024-10-25,2024-10-25,1,2024,1,Enugu,South East,0,0,Safe,60,Moderate,3,3,Low Risk
IBD031090,"Teacher vs Student, Ogun",2024-10-25,2024-10-25,1,2024,1,Ogun,South West,0,0,Safe,56,Moderate,3,3,Low Risk
IBD031080,"Naval Officer vs Colleague, Zamfara",2024-10-25,2024-10-25,1,2024,1,Zamfara,North West,0,0,Safe,18,Low,1,1,Low Risk
IBD031101,"Soldiers vs Bandits, Kaduna",2024-10-25,2024-10-25,3,2024,1,Kaduna,North West,1,8,Avoid Route,35,Low,1,10,High Risk
IBD031081,"Auto Crash, Ebonyi",2024-10-25,2024-10-25,5,2024,1,Ebonyi,South East,0,3,Safe,43,Low,1,4,Moderate Risk
IBD031088,"Auto Crash, Kaduna",2024-10-25,2024-10-25,13,2024,1,Kaduna,North West,0,5,Caution,29,Low,1,6,Moderate Risk
IBD031103,"Hunter, Ogun",2024-10-25,2024-10-25,1,2024,1,Ogun,South West,0,0,Safe,74,Moderate,3,3,Low Risk
IBD031084,"Cult Killing , Akwa Ibom",2024-10-25,2024-10-25,1,2024,1,Akwa Ibom,South South,0,0,Safe,81,High,5,5,Moderate Risk
IBD031145,"Witchcraft, Bauchi",2024-10-25,2024-10-25,1,2024,1,Bauchi,North East,0,0,Safe,27,Low,1,1,Low Risk
IBD031093,"Build Collapse, FCT (Abuja)",2024-10-25,2024-10-25,7,2024,1,FCT,North Central,0,3,Safe,14,Low,1,4,Moderate Risk
IBD031097,"NAF vs Terrorists, Borno",2024-10-25,2024-10-25,43,2024,1,Borno,North East,1,10,Avoid Route,41,Low,1,12,Extreme Danger
IBD031076,"Cult Killing, Anambra",2024-10-24,2024-10-24,8,2024,1,Anambra,South East,0,3,Safe,67,Moderate,3,6,Moderate Risk
IBD031092,"Assailant vs Lady, Delta",2024-10-24,2024-10-24,1,2024,1,Delta,South South,0,0,Safe,93,High,5,5,Moderate Risk
IBD031070,"Auto Crash, Lagos",2024-10-23,2024-10-23,1,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD031074,"Helicopter Crash, Rivers",2024-10-23,2024-10-23,8,2024,1,Rivers,South South,0,3,Safe,81,High,5,8,High Risk
IBD031077,"Auto Crash, FCT (Abuja)",2024-10-23,2024-10-23,1,2024,1,FCT,North Central,0,0,Safe,23,Low,1,1,Low Risk
IBD031078,"Farmers vs Herders, Kebbi",2024-10-23,2024-10-23,1,2024,1,Kebbi,North West,0,0,Safe,17,Low,1,1,Low Risk
IBD031073,"Auto Crash, Ogun",2024-10-22,2024-10-22,1,2024,1,Ogun,South West,0,0,Safe,50,Moderate,3,3,Low Risk
IBD031073,"Auto Crash, Ogun",2024-10-22,2024-10-22,1,2024,1,Ogun,South West,0,0,Safe,52,Moderate,3,3,Low Risk
IBD031065,"Auto Crash, Plateau",2024-10-21,2024-10-21,19,2024,1,Plateau,North Central,0,5,Caution,17,Low,1,6,Moderate Risk
IBD031085,"Domestic Violence, Gombe",2024-10-21,2024-10-21,1,2024,1,Gombe,North East,0,0,Safe,33,Low,1,1,Low Risk
IBD031071,"Army vs IPOB/ESN, Anambra",2024-10-21,2024-10-21,28,2024,1,Anambra,South East,0,5,Caution,62,Moderate,3,8,High Risk
IBD031059,"Cult Clash, Rivers",2024-10-21,2024-10-21,2,2024,1,Rivers,South South,0,0,Safe,84,High,5,5,Moderate Risk
IBD031064,"IPOB/ESN Kill 2, Abia",2024-10-21,2024-10-21,2,2024,1,Abia,South East,0,0,Safe,56,Moderate,3,3,Low Risk
IBD031168,"Police vs Armed Robbers, FCT (Abuja)",2024-10-21,2024-10-21,2,2024,1,FCT,North Central,0,0,Safe,10,Low,1,1,Low Risk
IBD031350,"Bandits vs Army, Zamfara",2024-10-21,2024-10-21,5,2024,1,Zamfara,North West,1,8,Avoid Route,15,Low,1,10,High Risk
IBD031051,"Bandits Kill 2, Zamfara",2024-10-20,2024-10-20,2,2024,1,Zamfara,North West,1,5,Caution,43,Low,1,7,Moderate Risk
IBD031042,"Cult Clash, Anambra",2024-10-20,2024-10-20,20,2024,1,Anambra,South East,0,5,Caution,53,Moderate,3,8,High Risk
IBD031049,"Vigilante Kill Man, Anambra",2024-10-20,2024-10-20,1,2024,1,Anambra,South East,0,0,Safe,61,Moderate,3,3,Low Risk
IBD031075,"Securitymen Kill Man, Kwara",2024-10-20,2024-10-20,1,2024,1,Kwara,North Central,0,0,Safe,11,Low,1,1,Low Risk
IBD031057,"Police vs Kidnappers, FCT (Abuja)",2024-10-20,2024-10-20,9,2024,1,FCT,North Central,1,8,Avoid Route,24,Low,1,10,High Risk
IBD031060,"Woman Found Dead, FCT (Abuja)",2024-10-20,2024-10-20,1,2024,1,FCT,North Central,0,0,Safe,31,Low,1,1,Low Risk
IBD031052,"Cult Killing, Rivers",2024-10-20,2024-10-20,5,2024,1,Rivers,South South,0,3,Safe,96,High,5,8,High Risk
IBD031058,"Bandits Kill Villagers, Niger",2024-10-20,2024-10-20,2,2024,1,Niger,North Central,1,5,Caution,36,Low,1,7,Moderate Risk
IBD031053,"Bandits Attack, Katsina",2024-10-19,2024-10-19,2,2024,1,Katsina,North West,2,5,Caution,13,Low,1,8,High Risk
IBD031054,"Ritual Killing, Enugu",2024-10-19,2024-10-19,1,2024,1,Enugu,South East,0,0,Safe,59,Moderate,3,3,Low Risk
IBD031079,"Communal Clash, Edo",2024-10-19,2024-10-19,1,2024,1,Edo,South South,0,0,Safe,69,Moderate,3,3,Low Risk
IBD031045,"Gas Explosion, Ebonyi",2024-10-19,2024-10-19,2,2024,1,Ebonyi,South East,0,0,Safe,27,Low,1,1,Low Risk
IBD031046,"Motorcyclists vs Assistant Superintendent, Lagos",2024-10-19,2024-10-19,2,2024,1,Lagos,South West,0,0,Safe,94,High,5,5,Moderate Risk
IBD031055,"Bandits Kill 2, Katsina",2024-10-18,2024-10-18,2,2024,1,Katsina,North West,1,5,Caution,32,Low,1,7,Moderate Risk
IBD031048,"Auto Crash, Taraba",2024-10-18,2024-10-18,4,2024,1,Taraba,North East,0,3,Safe,31,Low,1,4,Moderate Risk
IBD031089,"Kidnapper Kills One, Gombe",2024-10-18,2024-10-18,1,2024,1,Gombe,North East,1,5,Caution,35,Low,1,7,Moderate Risk
IBD031044,"Mob vs Motorcycle Thief, Delta",2024-10-18,2024-10-18,2,2024,1,Delta,South South,0,0,Safe,99,High,5,5,Moderate Risk
IBD031047,"Herdsmen Kill 5, Benue",2024-10-18,2024-10-18,5,2024,1,Benue,North Central,1,8,Avoid Route,35,Low,1,10,High Risk
IBD031069,"Pregnant Woman, Imo",2024-10-18,2024-10-18,1,2024,1,Imo,South East,0,0,Safe,68,Moderate,3,3,Low Risk
IBD031056,"Assailants vs School Principal, FCT (Abuja)",2024-10-18,2024-10-18,1,2024,1,FCT,North Central,0,0,Safe,33,Low,1,1,Low Risk
IBD031063,"Assailants vs Legislative Aide, FCT (Abuja)",2024-10-17,2024-10-17,1,2024,1,FCT,North Central,0,0,Safe,42,Low,1,1,Low Risk
IBD031041,"Police vs Kidnappers, Enugu",2024-10-17,2024-10-17,2,2024,1,Enugu,South East,1,5,Caution,69,Moderate,3,9,High Risk
IBD031043,"Gunmen vs Police, Edo",2024-10-17,2024-10-17,2,2024,1,Edo,South South,1,5,Caution,62,Moderate,3,9,High Risk
IBD031034,"Thunder Strike, Kogi",2024-10-17,2024-10-17,1,2024,1,Kogi,North Central,0,0,Safe,21,Low,1,1,Low Risk
IBD031050,"Bandits vs Herders, Kaduna",2024-10-17,2024-10-17,2,2024,1,Kaduna,North West,1,5,Caution,24,Low,1,7,Moderate Risk
IBD031033,"Auto Crash, Lagos",2024-10-17,2024-10-17,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD031038,"Auto Crash, Kogi",2024-10-17,2024-10-17,2,2024,1,Kogi,North Central,0,0,Safe,17,Low,1,1,Low Risk
IBD031032,"Auto Crash, Ogun",2024-10-16,2024-10-16,2,2024,1,Ogun,South West,0,0,Safe,61,Moderate,3,3,Low Risk
IBD031121,"Brothers vs Neighbour, Jigiwa",2024-10-16,2024-10-16,1,2024,1,Unknown,,0,0,Safe,39,Low,1,1,Low Risk
IBD031028,"Boko Haram Attack, Borno",2024-10-16,2024-10-16,2,2024,1,Borno,North East,1,5,Caution,32,Low,1,7,Moderate Risk
IBD031025,"Police vs Robbers, Imo",2024-10-16,2024-10-16,1,2024,1,Imo,South East,0,0,Safe,52,Moderate,3,3,Low Risk
IBD031104,"One Killed, Oyo",2024-10-16,2024-10-16,1,2024,1,Oyo,South West,0,0,Safe,27,Low,1,1,Low Risk
